Itération,Ford-Fulkerson,Push-Relabel,Flot Min
1,4.5599997974932194e-05,0.03719440000713803,0.14989260002039373
2,6.699998630210757e-05,0.03435530001297593,0.14954330000909977
3,6.849999772384763e-05,0.03386990001308732,0.15334819999407046
4,6.529997335746884e-05,0.03476690000388771,0.15836359999957494
5,6.240000948309898e-05,0.03434539999580011,0.15336550000938587
6,6.170000415295362e-05,0.03561900000204332,0.1513107999926433
7,6.199997733347118e-05,0.03995470001245849,0.1544358000101056
8,6.250001024454832e-05,0.03496469999663532,0.152948800008744
9,5.329999839887023e-05,0.03514190000714734,0.15943070000503212
10,6.359998951666057e-05,0.03784770000493154,0.15472910000244156
11,6.309998570941389e-05,0.03630949999205768,0.15951729999505915
12,6.159997428767383e-05,0.034993300010683015,0.14796319999732077
13,7.88999896030873e-05,0.03580470001907088,0.15211450000060722
14,7.929999264888465e-05,0.03337469999678433,0.15196149999974295
15,5.9699988923966885e-05,0.03343869998934679,0.15337099999305792
16,4.7999987145885825e-05,0.033775599993532524,0.14814449998084456
17,5.889998283237219e-05,0.034456800000043586,0.1511326000036206
18,6.049999501556158e-05,0.03437320000375621,0.15026900000520982
19,4.780001472681761e-05,0.03421280000475235,0.1497533000074327
20,6.010002107359469e-05,0.0339498000103049,0.15170210000360385
21,5.910001345910132e-05,0.03479380000499077,0.1518958999949973
22,6.140000186860561e-05,0.03405620000557974,0.1563227000006009
23,6.0399994254112244e-05,0.03513290002592839,0.14790010001161136
24,8.700002217665315e-05,0.034098200005246326,0.14982350001810119
25,6.369999027810991e-05,0.03433650001534261,0.15722649998497218
26,6.319998647086322e-05,0.04829150001751259,0.15785369998775423
27,6.399999256245792e-05,0.03638649999629706,0.14818889999878593
28,6.359998951666057e-05,0.033673300000373274,0.14861309999832883
29,6.150000263005495e-05,0.033642199996393174,0.15441610000561923
30,6.38000201433897e-05,0.035079099994618446,0.15154680001433007
31,6.070002564229071e-05,0.034966399980476126,0.1509772000135854
32,5.729999975301325e-05,0.03393579999101348,0.15758709999499843
33,6.440002471208572e-05,0.03510459998506121,0.15507959999376908
34,6.269998266361654e-05,0.03427969999029301,0.14568759998655878
35,5.880001117475331e-05,0.03433650001534261,0.1525446000159718
36,5.780000356025994e-05,0.03448890001163818,0.14756860001944005
37,5.780000356025994e-05,0.034741300012683496,0.1511461999907624
38,8.349999552592635e-05,0.034235899976920336,0.1490347000071779
39,5.8200006606057286e-05,0.03435080000781454,0.14836920000379905
40,5.8399979025125504e-05,0.0348373000160791,0.15348290000110865
41,6.079999729990959e-05,0.03367549998802133,0.1524022999801673
42,5.649999366141856e-05,0.03435639999224804,0.14884650000021793
43,5.859998054802418e-05,0.03510199999436736,0.1537491999915801
44,5.810000584460795e-05,0.03477480000583455,0.15392060001613572
45,6.049999501556158e-05,0.03392000001622364,0.1493948999850545
46,5.8900011936202645e-05,0.034820000000763685,0.14942099998006597
47,5.639999289996922e-05,0.03494079998927191,0.14978579999296926
48,4.7200010158121586e-05,0.034788799996022135,0.14969910000218078
49,5.9200014220550656e-05,0.03414609999163076,0.1506981000129599
50,5.840000812895596e-05,0.034227399999508634,0.14820649998728186
51,5.699999746866524e-05,0.03486819998943247,0.15147919999435544
52,6.049999501556158e-05,0.03470180000294931,0.15046979999169707
53,5.690002581104636e-05,0.03426489999401383,0.149399199988693
54,6.0200021835044026e-05,0.03498050000052899,0.15138029999798164
55,5.8600009651854634e-05,0.03472830000100657,0.1502897999889683
56,5.980001878924668e-05,0.03503140000975691,0.15527429999201559
57,6.130000110715628e-05,0.0352798999811057,0.15117430000100285
58,5.709999823011458e-05,0.03444889999809675,0.14808059998904355
59,5.8600009651854634e-05,0.03353869999409653,0.14953860000241548
60,6.140000186860561e-05,0.039728299976559356,0.14999679999891669
61,6.140000186860561e-05,0.03486200000043027,0.15372339999885298
62,5.549998604692519e-05,0.03402849999838509,0.15317650002543814
63,6.19000056758523e-05,0.03599130001384765,0.15419249999104068
64,6.389999180100858e-05,0.034886500012362376,0.1559986999782268
65,6.0399994254112244e-05,0.03384829999413341,0.15215199999511242
66,6.04000233579427e-05,0.03447559999767691,0.1522869000036735
67,6.009999196976423e-05,0.034799099987139925,0.15271220001159236
68,5.85000088904053e-05,0.03467100000125356,0.14750089999870397
69,5.819997750222683e-05,0.03378050000173971,0.14980139999534003
70,6.089999806135893e-05,0.045469499978935346,0.14876539999386296
71,6.730001769028604e-05,0.034221499983686954,0.14910680000321008
72,6.560000474564731e-05,0.03443420000257902,0.15066520002437755
73,6.250001024454832e-05,0.03420900000492111,0.14954959999886341
74,5.780000356025994e-05,0.04147720002220012,0.15373019999242388
75,6.180000491440296e-05,0.03432299999985844,0.1523039999883622
76,6.930000381544232e-05,0.03567579999798909,0.15176160002010874
77,6.150000263005495e-05,0.0335643999860622,0.1564418000052683
78,6.210000719875097e-05,0.035872100008418784,0.15582820001873188
79,7.249999907799065e-05,0.03723580000223592,0.15310329999192618
80,6.399999256245792e-05,0.033173800009535626,0.14779970000381581
81,7.300000288523734e-05,0.03341570001794025,0.15111100001377054
82,5.849997978657484e-05,0.033533899986650795,0.152639799984172
83,6.140000186860561e-05,0.03371580000384711,0.15025810000952333
84,6.320001557469368e-05,0.03358940000180155,0.14707149998866953
85,5.859998054802418e-05,0.03312850001384504,0.15128859999822453
86,7.2900002123788e-05,0.03575399998226203,0.15437540001585148
87,7.070001447573304e-05,0.036260199995012954,0.1664969999983441
88,6.310001481324434e-05,0.03381009999429807,0.15204889999586158
89,6.019999273121357e-05,0.03267070002038963,0.14702850001049228
90,5.7900004321709275e-05,0.032631100009894,0.14807910000672564
91,6.120000034570694e-05,0.03237430000444874,0.14820970001164824
92,5.940001574344933e-05,0.032556099991779774,0.15630199998850003
93,5.8600009651854634e-05,0.03249270000378601,0.14997749999747612
94,6.0699996538460255e-05,0.03229750000173226,0.1533628999895882
95,6.319998647086322e-05,0.033105499984230846,0.18447709997417405
96,6.260001100599766e-05,0.032770799996796995,0.15604309999616817
97,5.319999763742089e-05,0.030260600004112348,0.15789349999977276
98,6.739998934790492e-05,0.034495400002924725,0.1585878999903798
99,6.3000014051795e-05,0.030207699979655445,0.15600580000318587
100,6.479999865405262e-05,0.03171489998931065,0.14730539999436587
