Itération,Ford-Fulkerson,Push-Relabel,Flot Min
1,1.0600022505968809e-05,0.0008692000119481236,0.010837400011951104
2,1.2500007869675756e-05,0.005191400006879121,0.01112989999819547
3,2.8900016332045197e-05,0.004638100013835356,0.010579299996607006
4,4.010001430287957e-05,0.005096200009575114,0.010551599989412352
5,2.6900001103058457e-05,0.005015400005504489,0.010874600004171953
6,2.680000034160912e-05,0.005191900010686368,0.011668399994960055
7,3.070000093430281e-05,0.005084200005512685,0.010766999999759719
8,2.710000262595713e-05,0.005303300014929846,0.010472599999047816
9,2.6699999580159783e-05,0.005182799999602139,0.010852300008991733
10,2.160001895390451e-05,0.004987699998309836,0.011388199985958636
11,2.6699999580159783e-05,0.004853599995840341,0.011132000014185905
12,2.6900001103058457e-05,0.004875599988736212,0.010516200010897592
13,2.579999272711575e-05,0.0049885000044014305,0.01118319999659434
14,2.549999044276774e-05,0.005081700015580282,0.01132250000955537
15,2.020000829361379e-05,0.005107900011353195,0.01107199999387376
16,2.160001895390451e-05,0.004603399982443079,0.010657500009983778
17,2.5599991204217076e-05,0.004925999994156882,0.011475599982077256
18,2.649999805726111e-05,0.0051067999738734215,0.011027200001990423
19,2.7300004148855805e-05,0.004691700014518574,0.011449199984781444
20,2.1000014385208488e-05,0.005269099987344816,0.011032999987946823
21,2.850001328624785e-05,0.0057035999780055135,0.010916100000031292
22,2.7300004148855805e-05,0.004753800021717325,0.010751499998150393
23,3.0099996365606785e-05,0.005278999975416809,0.011712300009094179
24,2.859998494386673e-05,0.005386199976783246,0.010576900007436052
25,2.859998494386673e-05,0.0052826000028289855,0.01106749998871237
26,2.8000009479001164e-05,0.0050709999923128635,0.01107340000453405
27,2.750000567175448e-05,0.005352000007405877,0.011093900015112013
28,2.710000262595713e-05,0.004951299983076751,0.01108840000233613
29,2.6299996534362435e-05,0.004936799989081919,0.011271399998804554
30,2.1599989850074053e-05,0.004696500021964312,0.010513599991099909
31,2.6299996534362435e-05,0.005642199976136908,0.01041580000310205
32,2.780000795610249e-05,0.005237900011707097,0.010982699983287603
33,2.6599998818710446e-05,0.004951000009896234,0.01107189999311231
34,2.7900008717551827e-05,0.005743300018366426,0.011889599991263822
35,2.920001861639321e-05,0.005155399994691834,0.010663900000508875
36,2.9399991035461426e-05,0.004515999986324459,0.011222399974940345
37,2.9799994081258774e-05,0.005197299993596971,0.011225800000829622
38,2.7300004148855805e-05,0.005031300010159612,0.011321099998895079
39,2.8900016332045197e-05,0.005005400016671047,0.010406099987449124
40,2.780000795610249e-05,0.0046310999896377325,0.011345400009304285
41,2.7400004910305142e-05,0.005234300013398752,0.011068199994042516
42,2.8799986466765404e-05,0.005248200002824888,0.010697599995182827
43,2.3500004317611456e-05,0.0040846000192686915,0.010706199973355979
44,2.820001100189984e-05,0.004984300001524389,0.010728099994594231
45,2.5299988919869065e-05,0.004160199983743951,0.01064530000439845
46,2.479998511262238e-05,0.004519899986917153,0.01074169998173602
47,2.5200017262250185e-05,0.004538900015177205,0.011467300006188452
48,2.789997961372137e-05,0.004239600006258115,0.010490000015124679
49,2.2500025806948543e-05,0.004004299989901483,0.01123789997654967
50,2.649999805726111e-05,0.004202399984933436,0.010717400000430644
51,2.609999501146376e-05,0.00456780000240542,0.010957199992844835
52,2.5300018023699522e-05,0.003882499993778765,0.01077120000263676
53,2.4200009647756815e-05,0.0037857999850530177,0.010688499984098598
54,2.0500010577961802e-05,0.0036776000051759183,0.010678699996788055
55,2.61999957729131e-05,0.004317999992053956,0.010578900022665039
56,2.8600014047697186e-05,0.00234250002540648,0.011056699993787333
57,2.5900022592395544e-05,0.0036080999998375773,0.010987100016791373
58,2.7499976567924023e-05,0.0019275000086054206,0.011317800002871081
59,2.549999044276774e-05,0.0024961000017356128,0.01119639998069033
60,2.0500010577961802e-05,0.002274900005431846,0.010776600014651194
61,2.7700007194653153e-05,0.0024594999849796295,0.010695099976146594
62,1.9500002963468432e-05,0.002707899984670803,0.011066400009440258
63,2.820001100189984e-05,0.0022738999978173524,0.011249000002862886
64,2.2599997464567423e-05,0.0027138000004924834,0.01076679999823682
65,2.0400009816512465e-05,0.0021730000153183937,0.010860400012461469
66,3.190001007169485e-05,0.002948300010757521,0.012457700009690598
67,4.230000195093453e-05,0.0025018000160343945,0.011775399994803593
68,2.929999027401209e-05,0.002828700002282858,0.012902000016765669
69,2.6900001103058457e-05,0.002073700015898794,0.01254170000902377
70,4.81999886687845e-05,0.002438299998175353,0.0109742000058759
71,3.4500000765547156e-05,0.0027738999924622476,0.011410900013288483
72,3.789999755099416e-05,0.0020702000183518976,0.012311200000112876
73,3.1100003980100155e-05,0.0025474000140093267,0.01104990000021644
74,3.6200013710185885e-05,0.002574800018919632,0.014562500000465661
75,3.460000152699649e-05,0.00237649999326095,0.012427000008756295
76,3.63999861292541e-05,0.0021785999997518957,0.011123700009193271
77,3.130000550299883e-05,0.002781099989078939,0.011597100005019456
78,5.259999306872487e-05,0.0025624000118114054,0.0120660999964457
79,3.480000304989517e-05,0.0028557000041473657,0.010872299986658618
80,3.169997944496572e-05,0.0028233000193722546,0.010643999994499609
81,2.710000262595713e-05,0.0026951000036206096,0.010847900004591793
82,2.2099993657320738e-05,0.002692599984584376,0.010997100005624816
83,2.750000567175448e-05,0.0025409000227227807,0.011142699979245663
84,2.6599998818710446e-05,0.002403599995886907,0.011038500000722706
85,2.030000905506313e-05,0.002349100017454475,0.010725700005423278
86,2.5200017262250185e-05,0.0025576000043656677,0.010923299996647984
87,4.579999949783087e-05,0.002085199987050146,0.010560499998973683
88,4.689997876994312e-05,0.0029104000132065266,0.012228799983859062
89,4.4599990360438824e-05,0.002875200007110834,0.011341200006427243
90,2.5299988919869065e-05,0.002412200003163889,0.01098749999073334
91,2.1700019715353847e-05,0.0019765000033658,0.010672400007024407
92,1.9599974621087313e-05,0.0023879999935161322,0.01109429998905398
93,2.5100016500800848e-05,0.001983299996936694,0.016798900003777817
94,4.429998807609081e-05,0.0035952999896835536,0.013219799991929904
95,3.819999983534217e-05,0.002647800021804869,0.011662599979899824
96,3.409999771974981e-05,0.0021938999998383224,0.010781799996038899
97,2.7400004910305142e-05,0.002338699996471405,0.010956299985991791
98,2.239999594166875e-05,0.002323299995623529,0.010923199995886534
99,2.3600005079060793e-05,0.0019573000026866794,0.010705499997129664
100,2.1299987565726042e-05,0.002126799983670935,0.010989800008246675
