Itération,Ford-Fulkerson,Push-Relabel,Flot Min
1,1.2400007108226418e-05,0.0008972999930847436,0.0010308999917469919
2,1.309998333454132e-05,0.0006126000080257654,0.0008354999881703407
3,1.3300013961270452e-05,0.0008713999995961785,0.0010360000014770776
4,1.3599987141788006e-05,0.00119270000141114,0.0009703999967314303
5,1.5900004655122757e-05,0.0007028999971225858,0.0009834999800659716
6,1.170000177808106e-05,0.0006189999985508621,0.0008778999908827245
7,9.899988071992993e-06,0.0006305999995674938,0.0010654999932739884
8,1.4599994756281376e-05,0.0006951999966986477,0.0008195999835152179
9,1.4699995517730713e-05,0.0007936999900266528,0.0008195999835152179
10,1.2999982573091984e-05,0.0007263000006787479,0.0009345000144094229
11,1.3299984857439995e-05,0.0007200000109151006,0.0009562000050209463
12,1.1299998732283711e-05,0.0006865000177640468,0.0008142000006046146
13,1.5199999324977398e-05,0.0006913999968674034,0.0008128999907057732
14,1.4699995517730713e-05,0.0008809000137262046,0.0010241999989375472
15,1.2699980288743973e-05,0.000741399999242276,0.0010140000085812062
16,1.2300006346777081e-05,0.000529199984157458,0.0010236999951303005
17,2.2099993657320738e-05,0.000762399984523654,0.0010218000097665936
18,1.2800010154023767e-05,0.000547699979506433,0.000817699998151511
19,1.6000005416572094e-05,0.0004979999794159085,0.0009817999962251633
20,1.2699980288743973e-05,0.00048010001773945987,0.0009711000020615757
21,1.5700003132224083e-05,0.0005658000009134412,0.0010209000029135495
22,1.170000177808106e-05,0.0004839000175707042,0.0008245999924838543
23,1.7699989257380366e-05,0.00048779998905956745,0.0009971999970730394
24,1.5700003132224083e-05,0.0005506000015884638,0.001025000005029142
25,1.200000406242907e-05,0.0005261000187601894,0.0009448000055272132
26,1.300001167692244e-05,0.0004794999840669334,0.0009379000111948699
27,1.550000160932541e-05,0.0005206000059843063,0.001017499977024272
28,1.3699987903237343e-05,0.000458099995739758,0.0008163000165950507
29,1.4600023860111833e-05,0.00048260000767186284,0.001034899993101135
30,1.4499993994832039e-05,0.0004911000141873956,0.0010050999990198761
31,1.4199991710484028e-05,0.0006655000033788383,0.0010930999997071922
32,1.1900003300979733e-05,0.00042050000047311187,0.0008234000124502927
33,1.4300021575763822e-05,0.0005085000011604279,0.0008077999809756875
34,1.3100012438371778e-05,0.0005161000008229166,0.0008100999984890223
35,1.470002462156117e-05,0.0005179999861866236,0.0010379999876022339
36,1.1500000255182385e-05,0.0004430999979376793,0.0009787000017240644
37,1.37000170070678e-05,0.000524200004292652,0.0010294000094290823
38,1.1399999493733048e-05,0.0005849000008311123,0.001107799995224923
39,1.4399993233382702e-05,0.0005181999877095222,0.0008355000172741711
40,1.3299984857439995e-05,0.0005164000031072646,0.0008418000070378184
41,1.3300013961270452e-05,0.0004999000229872763,0.0008038999803829938
42,1.479999627918005e-05,0.0004163999983575195,0.0008171000226866454
43,1.5099998563528061e-05,0.0005210000090301037,0.0008171999943442643
44,1.279998105019331e-05,0.0004992999893147498,0.0010178000084124506
45,1.1800002539530396e-05,0.00044029997661709785,0.0009916000126395375
46,1.479999627918005e-05,0.0005115999956615269,0.000815500010503456
47,1.1900003300979733e-05,0.0005019000091124326,0.0010152000177185982
48,2.1400017431005836e-05,0.0005289999826345593,0.002318399987416342
49,2.9799994081258774e-05,0.0008568000048398972,0.000970299995969981
50,2.060001133941114e-05,0.0006219999922905117,0.0011644999904092401
51,1.930000144056976e-05,0.0008038999803829938,0.0012920000008307397
52,1.6700010746717453e-05,0.0007209999894257635,0.0013254999939817935
53,1.7299986211583018e-05,0.0006505000055767596,0.0013694000081159174
54,1.5099998563528061e-05,0.00048630000674165785,0.001279400021303445
55,2.0000006770715117e-05,0.0006746999861206859,0.0009244000248145312
56,1.6900012269616127e-05,0.0006591999845113605,0.0011431999737396836
57,1.8099992303177714e-05,0.00043559999903663993,0.0009355000220239162
58,1.3100012438371778e-05,0.0006110999966040254,0.0008245000208262354
59,1.3900018529966474e-05,0.0005911999905947596,0.0010343999892938882
60,1.4200020814314485e-05,0.0004245000018272549,0.0010263000149279833
61,1.170000177808106e-05,0.0005212999822106212,0.001066900003934279
62,1.8999999156221747e-05,0.0008368999988306314,0.0016812999965623021
63,2.5399989681318402e-05,0.0007963999814819545,0.001217099983477965
64,1.4800025383010507e-05,0.00041760000749491155,0.0008153000089805573
65,1.4499993994832039e-05,0.0005044999998062849,0.0009959999879356474
66,1.200000406242907e-05,0.0005545000021811575,0.001165200024843216
67,1.1900003300979733e-05,0.0005300000193528831,0.0009152000129688531
68,1.3199984095990658e-05,0.0005127999756950885,0.0009799999825190753
69,1.3500015484169126e-05,0.0005419999943114817,0.0010301000147592276
70,1.1800002539530396e-05,0.0004275999963283539,0.0008123000152409077
71,1.4099990949034691e-05,0.0004986999847460538,0.000973999995039776
72,1.0599993402138352e-05,0.0005865999846719205,0.000887800008058548
73,1.4099990949034691e-05,0.0005068999889772385,0.0008154999813996255
74,1.2900010915473104e-05,0.0005006999999750406,0.0008129999914672226
75,1.3100012438371778e-05,0.0004394999996293336,0.0010165999992750585
76,1.1199997970834374e-05,0.0005178999854251742,0.0009358000243082643
77,1.2100004823878407e-05,0.0004374999844003469,0.0008184000034816563
78,1.2999982573091984e-05,0.0005017000075895339,0.001051200000802055
79,1.379998866468668e-05,0.000510900019435212,0.0010164999985136092
80,1.3300013961270452e-05,0.0004817999724764377,0.0008246999932453036
81,1.170000177808106e-05,0.0004354999982751906,0.0008277000160887837
82,1.0499992640689015e-05,0.0004526999837253243,0.0008177999989129603
83,1.2699980288743973e-05,0.0004973999748472124,0.0008103000000119209
84,1.4699995517730713e-05,0.0005333000153768808,0.0010342999885324389
85,1.2500007869675756e-05,0.0004794999840669334,0.0008206999918911606
86,1.4299992471933365e-05,0.0005004999984521419,0.0010173000046052039
87,1.1600001016631722e-05,0.0004978000069968402,0.0009149000106845051
88,1.4699995517730713e-05,0.0006135000148788095,0.0008249999955296516
89,1.4199991710484028e-05,0.0005141999863553792,0.0008172000234480947
90,1.1100026313215494e-05,0.0004913000157102942,0.000805600022431463
91,1.1600001016631722e-05,0.0005098000110592693,0.0010255000088363886
92,1.309998333454132e-05,0.000502600014442578,0.001014800014672801
93,1.170000177808106e-05,0.00041569999302737415,0.0008055999933276325
94,1.3999990187585354e-05,0.0005219999875407666,0.0008166999905370176
95,1.479999627918005e-05,0.0005093000072520226,0.0011575999960768968
96,1.2100004823878407e-05,0.0004898000042885542,0.001033600012306124
97,1.2100004823878407e-05,0.0005591999797616154,0.0008285999938379973
98,1.479999627918005e-05,0.0005127000040374696,0.0010802999895531684
99,1.300001167692244e-05,0.0006179999909363687,0.00103270000545308
100,1.0599993402138352e-05,0.00041849998524412513,0.001023400021949783
